,STATION,CensusYear,Year,Month,DATE,Nitrogen_Kjeldahl,TotalSuspendedSolids,Nitrate,Conductivity,DissolvedOxygen,pH,TotalNitrogen,Nitrite,TotalPhosphorus,Chloride,10mLandCover_AgriculturalExtraction,10mLandCover_Anthropogenic,10mLandCover_AnthropogenicNatural,10mLandCover_Natural,Latitude,Longitude,250mLandCover_Agricultural,250mLandCover_Anthropogenic,250mLandCover_Natural,Total Rain (mm) 0day Total,Total Rain (mm) -7day Total,Total Rain (mm) -56day Total,Total Rain (mm) -3day Total,Total Rain (mm) -28day Total,Total Rain (mm) -1day Total,Total Rain (mm) -14day Total
3955,6008310302,2011,2009,10,10-26-2009,0.46,5.7,0.134,839.0,26.3,8.0,,0.003,0.015,98.4,0.0,0.0,0.0,0.0,43.75823701389,-79.67843885679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3442,6008301802,2006,2008,3,3-18-2008,,3.0,0.82,668.0,15.0,8.0,,0.013,0.02,66.7,0.0,0.0,0.0,0.0,43.92614413905,-79.80320748191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6668,6010402802,2016,2018,12,12-10-2018,0.71,2.0,0.94,1001.0,13.53,6.7,1.6589999999999998,0.009,0.0214,140.0,74028.0,15773.0,6313.0,53049.0,43.90775564170082,-79.07291785615752,177.0,0.0,55.0,0.0,0.0,188.8,0.0,80.0,0.0,47.6
7700,West 2,2016,2019,5,05-21-19,,1.0,,,,,,,0.011,64.7,175413.0,64837.0,22172.0,127521.0,43.95862129253644,-78.95897951951656,483.0,16.0,119.0,0.0,3.8,239.3,2.7,111.7,0.0,39.5
2649,6008300202,2016,2020,7,7-22-2020,1.7,27.0,0.055,1417.0,6.41,7.93,,0.011,0.162,312.0,0.0,0.0,0.0,0.0,43.73686613887,-79.62831823174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7279,Central 7,2016,2019,7,2019-07-24,,21.8,,,,,,,0.127,144.0,0.0,7617.0,284.0,1274.0,43.87577123204473,-78.83283931475337,0.0,10.0,0.0,0.0,98.2,318.70000000000005,0.8,227.40000000000003,0.8,153.60000000000002
2280,6008200302,2001,2003,10,10-28-2003,0.49,11.7,0.79,898.0,20.13000000000001,8.0,,0.043,0.103,384.0,0.0,0.0,0.0,0.0,43.62847488877,-79.49287135662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5536,6009700702,2016,2017,8,8-22-2017,0.51,5.0,0.15,745.0,10.21,7.98,,0.011,0.0192,91.8,0.0,0.0,0.0,0.0,43.85933038898,-79.20441685635001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2521,6008300202,2011,2009,10,10-26-2009,0.83,44.3,0.151,788.0,13.0,8.0,,0.008,0.099,103.0,0.0,0.0,0.0,0.0,43.73686613887,-79.62831823174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5964,6009701302,2001,2003,7,7-31-2003,,4.0,0.1,,8.07,,,0.003,0.03,54.4,0.0,0.0,0.0,0.0,43.81368113894,-79.1567646063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3613,6008301902,2016,2014,10,10-23-2014,0.54,8.3,0.294,905.0,14.57,8.41,0.68,0.0069999999999999,0.0279999999999999,137.0,0.0,0.0,0.0,0.0,43.65143463879001,-79.49132860662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6283,6010400102,2016,2019,8,8-19-2019,,13.2,,576.0,9.32,8.46,0.59,,0.0272,53.1,1145970.0,421443.0,96985.0,1167581.0,43.83918989152514,-79.03983860614731,2876.0,411.0,1128.0,0.2,18.0,307.2,16.599999999999998,75.39999999999999,5.2,51.0
5931,6009701302,2001,2002,5,5-31-2002,,38.0,0.27,,9.46,,,0.025,0.035,42.3,0.0,0.0,0.0,0.0,43.81368113894,-79.1567646063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1284,6011600502,2006,2007,6,2007-06-26,0.18,,0.703,420.0,14.64,8.46,0.894,0.011,0.019,8.9,123729.0,29819.0,725.0,133010.0,43.9698207641,-78.7474947309,284.0,0.0,170.0,0.0,37.5,119.7,0.0,71.89999999999999,0.0,41.9
4022,6008310302,2006,2004,3,3-23-2004,,,,1053.0,19.0,8.0,,,,,0.0,0.0,0.0,0.0,43.75823701389,-79.67843885679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003,6008000602,2011,2011,9,9-21-2011,0.51,3.6,0.35,1063.0,11.24,8.06,,0.011,0.032,220.0,0.0,0.0,0.0,0.0,43.60505563875,-79.55975310668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5346,6009700302,2016,2016,12,12-13-2016,0.56,8.0,0.67,2241.0,15.51,8.44,,0.022,0.0359,504.0,0.0,0.0,0.0,0.0,43.85845638898,-79.23325335638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6050,6009701802,2011,2011,11,11-23-2011,0.47,5.5,0.722,697.0,12.53,8.1,,0.006,0.155,61.6,0.0,0.0,0.0,0.0,43.89673301402001,-79.32307035646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2153,6008000702,2011,2010,5,5-18-2010,0.99,2.0,2.18,1151.0,14.08,7.8,,0.024,0.023,261.0,0.0,0.0,0.0,0.0,43.67833163882,-79.67950823179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3764,6008301902,2001,2002,5,5-13-2002,0.72,29.0,0.813,,,,,0.022,0.054,137.0,0.0,0.0,0.0,0.0,43.65143463879001,-79.49132860662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2239,6008000702,2016,2019,9,9-25-2019,,2.9,,999.0,16.98,8.36,,0.006,0.0281,290.0,0.0,0.0,0.0,0.0,43.67833163882,-79.67950823179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3932,6008310302,2016,2019,1,1-24-2019,1.47,51.0,0.84,3370.0,13.43,6.51,,0.022,0.0952,983.0,0.0,0.0,0.0,0.0,43.75823701389,-79.67843885679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6712,6010402902,2016,2015,9,09-21-15,0.2,2.0,0.12,552.0,10.68,8.59,0.331,0.011,0.0196,20.5,116047.0,21210.0,5290.0,92254.0,43.95051113741628,-79.0852601060121,281.0,0.0,90.0,0.0,4.8,142.4,4.8,60.8,0.6,60.2
5352,6009700302,2016,2016,2,2-17-2016,0.49,2.0,1.18,2530.0,18.31,8.23,,0.022,0.0314,568.0,0.0,0.0,0.0,0.0,43.85845638898,-79.23325335638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4151,6008310402,2016,2020,1,1-22-2020,0.72,8.0,0.67,699.0,13.6,7.82,,0.0069999999999999,0.0302,71.9,0.0,0.0,0.0,0.0,43.92418126404,-79.83452048194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4578,6008500402,2016,2020,1,1-21-2020,0.87,2.0,1.48,4100.0,14.32,7.91,,0.036,0.0317,1120.0,0.0,0.0,0.0,0.0,43.80386488892999,-79.48313110660999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,3007703502,2006,2006,7,2006-07-05,0.64,,2.1,518.0,,8.54,2.809,0.069,0.051,43.0,0.0,0.0,0.0,0.0,44.1377576391999,-79.11259960629991,213.0,22.0,428.0,0.0,100.1,208.8,83.8,120.0,34.0,107.6
3956,6008310302,2016,2017,10,10-26-2017,,9.5,,842.0,11.7,8.4,0.34,0.004,0.1059999999999999,116.0,0.0,0.0,0.0,0.0,43.75823701389,-79.67843885679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5917,6009701302,2016,2017,5,5-16-2017,0.6,8.0,0.59,863.0,12.02,8.49,,0.011,0.0198,120.0,0.0,0.0,0.0,0.0,43.81368113894,-79.1567646063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5639,6009701102,2016,2018,2,2-20-2018,,354.0,,1412.0,18.9,7.94,1.53,0.032,0.348,729.0,0.0,0.0,0.0,0.0,43.81085851394,-79.15978098130999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4416,6008500302,2016,2016,11,11-23-2016,0.59,6.0,0.48,4665.0,14.22,8.25,,0.016,0.0403,1240.0,0.0,0.0,0.0,0.0,43.80312626393,-79.39687998153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5437,6009700702,2016,2019,1,1-22-2019,0.67,2.0,1.6,,,,,0.006,0.0182,232.0,0.0,0.0,0.0,0.0,43.85933038898,-79.20441685635001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6230,6010400102,2016,2016,2,02-16-16,,4.8,,1007.0,15.52,7.91,1.11,,0.0134666666666666,153.0,1145970.0,421443.0,96985.0,1167581.0,43.83918989152514,-79.03983860614731,2749.0,403.0,1263.0,0.0,1.0,91.6,1.0,16.799999999999997,1.0,10.6
2802,6008300402,2016,2016,4,4-19-2016,0.5,5.0,0.22,1001.0,11.15,8.37,,0.011,0.0211,153.0,0.0,0.0,0.0,0.0,43.79806763892999,-79.5810577317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3089,6008300902,2011,2013,7,7-9-2013,0.83,258.0,0.631,379.0,8.74,7.51,,0.0279999999999999,0.252,21.9,0.0,0.0,0.0,0.0,43.88810001401,-79.71795598183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5127,6009400202,2011,2010,10,10-19-2010,0.33,1.1,0.812,1461.0,13.06,8.11,,0.009,0.013,294.0,0.0,0.0,0.0,0.0,43.77987688891,-79.16791573130999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6574,6010402702,2016,2019,2,2-25-2019,1.19,14.0,0.67,792.0,13.87,7.14,1.877,0.017,0.0642,124.0,342887.0,82010.0,25745.0,509280.0,43.87148426451402,-79.06518285604977,808.0,8.0,613.0,0.0,3.5,43.1,3.5,20.6,0.5,17.0
7787,West 7,2016,2020,8,08-18-20,,11.95,,,,,,,0.0455,92.0,190332.0,76232.0,30634.0,132366.0,43.90705091568469,-78.98439169524634,506.0,4.0,172.0,0.0,14.0,148.5,3.6,86.7,2.4,24.0
7146,Central 10,2016,2018,7,2018-07-17,,10.7,,,,,,,0.042,201.0,37039.0,30872.0,1231.0,16765.0,43.91671460110198,-78.83404348984628,84.0,21.0,33.0,0.0,5.1,55.5,5.1,34.5,4.1,12.3
5533,6009700702,2016,2019,8,8-20-2019,0.79,4.0,0.16,786.0,10.08,8.53,,0.011,0.0354,134.0,0.0,0.0,0.0,0.0,43.85933038898,-79.20441685635001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7031,6010700202,2016,2016,9,9-19-2016,0.65,4.0,0.055,892.0,13.5,8.58,,0.011,0.0261,155.0,171066.0,136661.0,53361.0,123321.0,43.848318888970006,-78.99885435616,335.0,62.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7165,Central 11,2016,2018,7,2018-07-17,,10.0,,,,,,,0.091,316.0,10997.0,59416.0,6264.0,19256.0,43.88410293449909,-78.87568294273531,8.0,72.0,75.0,0.0,5.1,55.5,5.1,34.5,4.1,12.3
6351,6010402302,2016,2019,1,1-21-2019,0.51,4.0,0.49,,,8.3,1.004,0.004,0.0165,93.9,55959.0,12397.0,1034.0,52401.0,43.86687201528402,-79.08601360640442,143.0,0.0,45.0,0.0,0.0,98.1,0.0,30.2,0.0,4.0
4333,6008310402,2006,2008,8,8-18-2008,0.44,3.3,0.144,599.0,18.27,8.0,,0.003,0.034,47.7,0.0,0.0,0.0,0.0,43.92418126404,-79.83452048194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5893,6009701302,2016,2015,3,3-23-2015,0.86,17.2,1.01,1178.0,-99.0,8.12,,0.0139999999999999,0.07,233.0,0.0,0.0,0.0,0.0,43.81368113894,-79.1567646063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1809,6008000602,2006,2004,1,1-27-2004,,,,,,,,,,,0.0,0.0,0.0,0.0,43.60505563875,-79.55975310668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1003,6011200302,2016,2014,6,2014-06-10,0.64,,1.18,1280.0,9.12,8.31,1.84,0.074,0.055,216.0,392423.0,434927.0,19062.0,232160.0,43.88073326399999,-78.821483231,1040.0,532.0,147.0,3.8,17.6,141.3,4.6,85.8,3.8,34.8
3859,6008301902,2006,2006,8,8-15-2006,0.51,5.1,0.45,,,,,0.023,0.021,167.0,0.0,0.0,0.0,0.0,43.65143463879001,-79.49132860662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5148,6009400202,2016,2018,11,11-20-2018,0.68,4.0,1.19,1869.0,12.88,7.33,,0.0279999999999999,0.0351,392.0,0.0,0.0,0.0,0.0,43.77987688891,-79.16791573130999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2393,6008200302,2016,2014,5,5-21-2014,0.56,10.0,0.6459999999999999,3447.0,14.4,8.35,0.94,0.015,0.023,563.0,0.0,0.0,0.0,0.0,43.62847488877,-79.49287135662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1076,6011200602,2006,2008,11,2008-11-25,0.55,,0.728,611.0,15.04,8.25,1.287,0.009,0.043,59.1,109516.0,45927.0,779.0,69395.0,43.911565263999904,-78.78870535599991,284.0,7.0,64.0,2.8,16.3,157.10000000000002,16.3,80.2,16.3,73.89999999999999
6852,6010403702,2011,2013,8,8-19-2013,0.42,2.2,0.445,548.0,11.58,8.33,,0.003,0.024,82.6,0.0,0.0,0.0,0.0,43.93716151406,-79.20343035635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3855,6008301902,2001,2000,8,8-10-2000,0.44,8.0,0.2269999999999999,,,,,0.0139999999999999,0.03,94.0,0.0,0.0,0.0,0.0,43.65143463879001,-79.49132860662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3412,6008301802,2011,2009,12,12-16-2009,0.4,4.8,0.718,675.0,15.0,8.0,,0.005,0.019,51.5,0.0,0.0,0.0,0.0,43.92614413905,-79.80320748191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6693,6010402802,2016,2019,9,9-23-2019,0.74,2.0,0.76,1092.0,9.13,8.1,1.511,0.011,0.0189,161.0,74028.0,15773.0,6313.0,53049.0,43.90775564170082,-79.07291785615752,190.0,0.0,42.0,0.0,21.0,160.2,21.0,86.39999999999999,21.0,58.6
6601,6010402702,2016,2020,5,5-25-2020,3.39,470.0,0.37,499.2,9.04,7.96,,0.0139999999999999,0.564,45.3,342887.0,82010.0,25745.0,509280.0,43.871484264,-79.06518285621999,808.0,8.0,613.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5295,6009400202,2006,2005,9,9-21-2005,0.5,5.0,0.8,1109.0,10.0,8.0,,0.0139999999999999,0.04,234.0,0.0,0.0,0.0,0.0,43.77987688891,-79.16791573130999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,6010400102,2016,2017,10,2017-10-23,,,,,,,,,0.014,,1145970.0,421443.0,96985.0,1167581.0,43.839189888999904,-79.03983860619991,2741.0,411.0,1263.0,10.8,10.8,87.3,10.8,52.3,10.8,39.400000000000006
2898,6008300402,2016,2014,9,9-24-2014,0.46,21.4,0.1939999999999999,766.0,13.62,8.19,,0.004,0.035,90.1,0.0,0.0,0.0,0.0,43.79806763892999,-79.5810577317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2507,6008300202,2011,2010,10,10-18-2010,0.86,34.3,0.309,603.0,11.88,7.96,,0.013,0.108,73.4,0.0,0.0,0.0,0.0,43.73686613887,-79.62831823174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
942,6011200302,2006,2005,8,2005-08-17,0.42,,1.13,797.0,9.95,8.25,1.5689999999999995,0.019,0.028,119.0,392423.0,434927.0,19062.0,232160.0,43.88073326399999,-78.821483231,1067.0,528.0,124.0,0.0,10.9,47.5,1.5,24.6,0.0,12.1
6813,6010403702,2011,2011,4,4-19-2011,0.38,2.1,0.94,774.0,20.68,8.93,,0.003,0.016,94.0,0.0,0.0,0.0,0.0,43.93716151406,-79.20343035635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2370,6008200302,2011,2009,4,4-22-2009,0.55,3.7,1.0,2522.0,25.96,8.0,,0.047,0.0289999999999999,628.0,0.0,0.0,0.0,0.0,43.62847488877,-79.49287135662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1259,6011600202,2001,2003,8,2003-08-13,0.69,,1.68,579.0,8.39,8.28,2.388,0.018,0.088,30.9,379135.0,138804.0,25246.0,235778.0,43.8952281389999,-78.67232773089991,804.0,89.0,350.0,0.0,8.2,167.7,2.2,92.9,0.0,27.4
6817,6010403702,2016,2019,4,4-23-2019,0.89,2.0,1.03,794.0,11.6,6.78,,0.011,0.023,102.0,0.0,0.0,0.0,0.0,43.93716151406,-79.20343035635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2522,6008300202,2001,2003,10,10-28-2003,,7.0,0.42,,,,,0.0559999999999999,0.06,116.0,0.0,0.0,0.0,0.0,43.73686613887,-79.62831823174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3156,6008301202,2016,2019,10,10-24-2019,1.05,6.0,0.76,1354.0,11.65,8.24,,0.055,0.0602,232.0,0.0,0.0,0.0,0.0,43.67484451381,-79.50532260663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4559,6008500302,2011,2009,9,9-21-2009,0.73,16.9,0.7340000000000001,961.0,11.0,8.0,,0.021,0.078,148.0,0.0,0.0,0.0,0.0,43.80312626393,-79.39687998153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4101,6008310302,2016,2019,7,7-25-2019,,18.8,,1121.0,10.86,8.34,0.5,0.005,0.0467,216.0,0.0,0.0,0.0,0.0,43.75823701389,-79.67843885679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841,6011100302,2011,2012,8,2012-08-15,0.19,,0.757,561.0,11.0,8.37,0.956,0.009,0.01,30.3,227321.0,67450.0,8582.0,94473.0,43.9462080141,-78.9036611061,609.0,1.0,26.0,0.4,35.2,141.4,3.0,96.0,2.4,45.0
1868,6008000602,2006,2007,12,12-19-2007,0.61,10.0,1.31,4462.0,17.0,8.0,,0.246,0.03,2760.0,0.0,0.0,0.0,0.0,43.60505563875,-79.55975310668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326,6010400102,2016,2019,10,2019-10-21,,,,627.0,12.4,8.36,0.78,,0.0257,56.8,1145970.0,421443.0,96985.0,1167581.0,43.839189888999904,-79.03983860619991,2876.0,411.0,1128.0,11.4,30.6,186.2,11.4,99.8,11.4,38.2
2436,6008200302,2006,2007,7,7-26-2007,1.7200000000000002,9.5,0.62,2093.0,18.22,8.0,,0.131,0.252,924.0,0.0,0.0,0.0,0.0,43.62847488877,-79.49287135662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6840,6010403702,2016,2017,7,7-17-2017,0.69,6.0,0.69,,,,,0.011,0.0409999999999999,71.3,0.0,0.0,0.0,0.0,43.93716151406,-79.20343035635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3208,6008301202,2016,2014,2,2-25-2014,1.44,9.5,1.43,5535.0,20.78,8.32,,0.0559999999999999,0.032,1550.0,0.0,0.0,0.0,0.0,43.67484451381,-79.50532260663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7257,Central 6,2016,2020,7,07-21-20,,2.6,,,,,,,0.019,92.6,518767.0,310521.0,30841.0,265050.0,43.8696906203818,-78.84694869326758,1365.0,292.0,147.0,0.0,34.0,91.4,32.4,61.8,0.0,56.8
1464,6011600602,2016,2017,10,2017-10-24,,,0.02,369.0,8.16,8.18,0.13,0.008,0.012,2.2,2607.0,243.0,0.0,7926.0,44.04234326409991,-78.7380453558999,2.0,0.0,11.0,1.8,13.4,113.5,13.4,78.49999999999999,13.4,33.6
4988,6008501402,2016,2019,6,6-20-2019,,10.3,,1725.0,8.72,8.14,3.55,0.165,0.222,362.0,0.0,0.0,0.0,0.0,43.68847163883,-79.36213573149999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3131,6008301202,2016,2015,1,1-21-2015,1.56,4.7,1.62,6270.0,14.6,7.79,,0.05,0.13,1840.0,0.0,0.0,0.0,0.0,43.67484451381,-79.50532260663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2061,6008000702,2016,2018,11,11-20-2018,,2.7,,1609.0,14.67,7.34,2.53,0.016,0.0275,350.0,0.0,0.0,0.0,0.0,43.67833163882,-79.67950823179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4790,6008501402,2006,2006,10,10-11-2006,3.2,658.0,0.888,,,,,0.059,0.914,63.3,0.0,0.0,0.0,0.0,43.68847163883,-79.36213573149999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4483,6008500302,2016,2019,4,4-24-2019,0.97,39.0,1.08,1447.0,17.42,7.72,,0.017,0.0491,307.0,0.0,0.0,0.0,0.0,43.80312626393,-79.39687998153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2571,6008300202,2006,2008,2,2-26-2008,0.08,2.0,3.56,1513.0,18.0,8.0,,0.024,0.04,322.0,0.0,0.0,0.0,0.0,43.73686613887,-79.62831823174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3103,6008300902,2016,2017,8,8-24-2017,,23.7,,348.0,11.77,8.22,0.47,0.008,0.1832,25.4,0.0,0.0,0.0,0.0,43.88810001401,-79.71795598183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3333,6008301202,2016,2020,9,9-24-2020,0.88,4.0,0.77,1482.0,14.3,8.54,,0.111,0.193,326.0,0.0,0.0,0.0,0.0,43.67484451381,-79.50532260663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
603,6010800202,2006,2005,5,2005-05-30,0.3,,0.878,555.0,14.87,8.22,1.184,0.006,0.009,43.8,195979.0,101383.0,24866.0,138456.0,43.9336066389999,-78.9618889811,475.0,22.0,229.0,0.0,6.800000000000001,100.4,6.800000000000001,34.8,1.4,7.200000000000001
4938,6008501402,2016,2014,4,4-23-2014,1.2,4.3,1.21,2441.0,16.81,8.16,2.31,0.066,0.05,556.0,0.0,0.0,0.0,0.0,43.68847163883,-79.36213573149999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4418,6008500302,2011,2010,11,11-25-2010,0.4,3.5,0.7709999999999999,916.0,14.23,8.07,,0.012,0.0279999999999999,127.0,0.0,0.0,0.0,0.0,43.80312626393,-79.39687998153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5963,6009701302,2006,2007,7,7-26-2007,0.43,5.0,0.002,616.0,9.0,9.0,,0.001,0.02,86.7,0.0,0.0,0.0,0.0,43.81368113894,-79.1567646063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
865,6011100302,2016,2016,8,2016-08-23,,,0.613,561.0,10.95,8.38,0.82,0.004,0.011,31.8,227321.0,67450.0,8582.0,94473.0,43.9462080141,-78.9036611061,615.0,1.0,20.0,0.0,23.0,152.6,14.0,93.0,0.0,72.0
1890,6008000602,2011,2012,3,3-21-2012,0.9,21.2,0.88,1793.0,13.73,8.33,,0.036,0.068,430.0,0.0,0.0,0.0,0.0,43.60505563875,-79.55975310668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4042,6008310302,2011,2012,4,4-24-2012,0.5,23.7,0.2789999999999999,1061.0,15.1,8.3,,0.011,0.057,206.0,0.0,0.0,0.0,0.0,43.75823701389,-79.67843885679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7187,Central 12,2016,2019,7,2019-07-24,,4.3,,,,,,,0.036,301.0,10005.0,6040.0,456.0,11561.0,43.923145455956686,-78.90660556438537,12.0,0.0,30.0,0.0,98.2,318.70000000000005,0.8,227.40000000000003,0.8,153.60000000000002
6709,6010402902,2016,2015,8,08-17-15,0.2,3.0,0.15,513.0,9.43,8.4,0.361,0.011,0.0156,14.8,116047.0,21210.0,5290.0,92254.0,43.95051113741628,-79.0852601060121,281.0,0.0,90.0,0.0,39.4,311.8,10.4,163.6,0.0,41.8
7218,Central 3,2016,2018,10,2018-10-16,,4.0,,,,,,,0.0588,38.4,227321.0,67472.0,8582.0,94578.0,43.945949072358495,-78.9030636359863,613.0,1.0,22.0,0.0,4.2,142.8,3.2,83.2,2.2,25.6
5561,6009701102,2011,2012,1,1-24-2012,0.74,98.5,1.04,2978.0,17.92,8.2,,0.0289999999999999,0.147,883.0,0.0,0.0,0.0,0.0,43.81085851394,-79.15978098130999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6659,6010402802,2016,2019,1,1-21-2019,0.63,5.0,1.19,,,8.2,1.838,0.018,0.0245,149.0,74028.0,15773.0,6313.0,53049.0,43.90775564170082,-79.07291785615752,190.0,0.0,42.0,0.0,0.0,98.1,0.0,30.2,0.0,4.0
3367,6008301802,2016,2020,10,10-22-2020,,7.0,,439.0,29.12,7.84,,0.0069999999999999,0.0206,59.9,0.0,0.0,0.0,0.0,43.92614413905,-79.80320748191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6698,6010402902,2016,2015,2,02-20-15,0.3,7.6,0.382,619.0,18.62,7.91,0.688,0.006,0.025,23.5,116047.0,21210.0,5290.0,92254.0,43.95051113741628,-79.0852601060121,281.0,0.0,90.0,0.0,0.0,25.1,0.0,0.0,0.0,0.0
1280,6011600502,2006,2006,10,2006-10-31,0.34,,,562.0,5.46,8.37,,,0.012,17.5,123729.0,29819.0,725.0,133010.0,43.9698207641,-78.7474947309,286.0,0.0,168.0,0.0,19.8,235.7,5.6000000000000005,146.6,0.2,87.4
830,6011100302,2011,2011,4,2011-04-26,0.35,,1.05,647.0,12.86,8.52,1.4049999999999998,0.005,0.017,48.5,227321.0,67450.0,8582.0,94473.0,43.9462080141,-78.9036611061,605.0,1.0,30.0,13.0,48.400000000000006,219.1,27.3,103.3,27.3,77.39999999999999
3149,6008301202,2016,2016,10,10-20-2016,1.01,14.0,0.58,1041.0,9.65,8.09,,0.051,0.131,208.0,0.0,0.0,0.0,0.0,43.67484451381,-79.50532260663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3799,6008301902,2001,2001,6,6-19-2001,0.48,6.5,0.3,,,,,0.015,0.02,155.0,0.0,0.0,0.0,0.0,43.65143463879001,-79.49132860662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
